1,2022-11-03 00:00:00,401
2,2022-11-04 00:00:00,433
3,2022-11-05 00:00:00,53
4,2022-11-06 00:00:00,114
5,2022-11-07 00:00:00,557
6,2022-11-08 00:00:00,535
7,2022-11-09 00:00:00,654
8,2022-11-10 00:00:00,538
9,2022-11-11 00:00:00,688
10,2022-11-12 00:00:00,182
11,2022-11-13 00:00:00,105
12,2022-11-14 00:00:00,497
13,2022-11-15 00:00:00,577
14,2022-11-16 00:00:00,555
15,2022-11-17 00:00:00,616
16,2022-11-18 00:00:00,675
17,2022-11-19 00:00:00,129
18,2022-11-20 00:00:00,137
19,2022-11-21 00:00:00,378
20,2022-11-22 00:00:00,628
21,2022-11-23 00:00:00,486
22,2022-11-24 00:00:00,637
23,2022-11-25 00:00:00,389
24,2022-11-26 00:00:00,93
25,2022-11-27 00:00:00,188
26,2022-11-28 00:00:00,269
27,2022-11-29 00:00:00,546
28,2022-11-30 00:00:00,577
29,2022-12-01 00:00:00,497
30,2022-12-02 00:00:00,360
31,2022-12-03 00:00:00,119
32,2022-12-04 00:00:00,45
33,2022-12-05 00:00:00,283
34,2022-12-06 00:00:00,354
35,2022-12-07 00:00:00,424
36,2022-12-08 00:00:00,362
37,2022-12-09 00:00:00,355
38,2022-12-10 00:00:00,175
39,2022-12-11 00:00:00,148
40,2022-12-12 00:00:00,113
41,2022-12-13 00:00:00,133
42,2022-12-14 00:00:00,238
43,2022-12-15 00:00:00,229
44,2022-12-16 00:00:00,215
45,2022-12-17 00:00:00,90
46,2022-12-18 00:00:00,67
47,2022-12-19 00:00:00,10
48,2022-12-20 00:00:00,139
49,2022-12-21 00:00:00,44
50,2022-12-22 00:00:00,65
51,2022-12-23 00:00:00,28
52,2022-12-24 00:00:00,75
53,2022-12-25 00:00:00,15
54,2022-12-26 00:00:00,44
55,2022-12-27 00:00:00,0
56,2022-12-28 00:00:00,66
57,2022-12-29 00:00:00,21
58,2022-12-30 00:00:00,17
59,2022-12-31 00:00:00,30
60,2023-01-01 00:00:00,53
61,2023-01-02 00:00:00,59
62,2023-01-03 00:00:00,51
63,2023-01-04 00:00:00,118
64,2023-01-05 00:00:00,190
65,2023-01-06 00:00:00,239
66,2023-01-07 00:00:00,288
67,2023-01-08 00:00:00,120
68,2023-01-09 00:00:00,58
69,2023-01-10 00:00:00,235
70,2023-01-11 00:00:00,194
71,2023-01-12 00:00:00,164
72,2023-01-13 00:00:00,63
73,2023-01-14 00:00:00,67
74,2023-01-15 00:00:00,95
75,2023-01-16 00:00:00,45
76,2023-01-17 00:00:00,46
77,2023-01-18 00:00:00,67
78,2023-01-19 00:00:00,71
79,2023-01-20 00:00:00,72
80,2023-01-21 00:00:00,90
81,2023-01-22 00:00:00,233
82,2023-01-23 00:00:00,213
83,2023-01-24 00:00:00,352
84,2023-01-25 00:00:00,226
85,2023-01-26 00:00:00,188
86,2023-01-27 00:00:00,303
87,2023-01-28 00:00:00,245
88,2023-01-29 00:00:00,234
89,2023-01-30 00:00:00,184
90,2023-01-31 00:00:00,275
91,2023-02-01 00:00:00,530
92,2023-02-02 00:00:00,640
93,2023-02-03 00:00:00,692
94,2023-02-04 00:00:00,145
95,2023-02-05 00:00:00,181
96,2023-02-06 00:00:00,306
97,2023-02-07 00:00:00,627
98,2023-02-08 00:00:00,629
99,2023-02-09 00:00:00,637
100,2023-02-10 00:00:00,601
101,2023-02-11 00:00:00,124
102,2023-02-12 00:00:00,227
103,2023-02-13 00:00:00,683
104,2023-02-14 00:00:00,260
105,2023-02-15 00:00:00,762
106,2023-02-16 00:00:00,704
107,2023-02-17 00:00:00,569
108,2023-02-18 00:00:00,57
109,2023-02-19 00:00:00,88
110,2023-02-20 00:00:00,714
111,2023-02-21 00:00:00,708
112,2023-02-22 00:00:00,769
113,2023-02-23 00:00:00,756
114,2023-02-24 00:00:00,612
115,2023-02-25 00:00:00,83
116,2023-02-26 00:00:00,130
117,2023-02-27 00:00:00,828
118,2023-02-28 00:00:00,773
119,2023-03-01 00:00:00,667
120,2023-03-02 00:00:00,428
121,2023-03-03 00:00:00,671
122,2023-03-04 00:00:00,86
123,2023-03-05 00:00:00,123
124,2023-03-06 00:00:00,757
125,2023-03-07 00:00:00,745
126,2023-03-08 00:00:00,439
127,2023-03-09 00:00:00,691
128,2023-03-10 00:00:00,758
129,2023-03-11 00:00:00,137
130,2023-03-12 00:00:00,131
131,2023-03-13 00:00:00,691
132,2023-03-14 00:00:00,661
133,2023-03-15 00:00:00,667
134,2023-03-16 00:00:00,239
135,2023-03-17 00:00:00,713
136,2023-03-18 00:00:00,163
137,2023-03-19 00:00:00,202
138,2023-03-20 00:00:00,711
139,2023-03-21 00:00:00,745
140,2023-03-22 00:00:00,652
141,2023-03-23 00:00:00,720
142,2023-03-24 00:00:00,650
143,2023-03-25 00:00:00,142
144,2023-03-26 00:00:00,161
145,2023-03-27 00:00:00,709
146,2023-03-28 00:00:00,704
147,2023-03-29 00:00:00,257
148,2023-03-30 00:00:00,727
149,2023-03-31 00:00:00,951
150,2023-04-01 00:00:00,176
151,2023-04-02 00:00:00,156
152,2023-04-03 00:00:00,676
153,2023-04-04 00:00:00,807
154,2023-04-05 00:00:00,837
155,2023-04-06 00:00:00,995
156,2023-04-07 00:00:00,150
157,2023-04-08 00:00:00,142
158,2023-04-09 00:00:00,83
159,2023-04-10 00:00:00,149
160,2023-04-11 00:00:00,154
161,2023-04-12 00:00:00,133
162,2023-04-13 00:00:00,141
163,2023-04-14 00:00:00,209
164,2023-04-15 00:00:00,145
165,2023-04-16 00:00:00,127
166,2023-04-17 00:00:00,149
167,2023-04-18 00:00:00,169
168,2023-04-19 00:00:00,176
169,2023-04-20 00:00:00,136
170,2023-04-21 00:00:00,197
171,2023-04-22 00:00:00,203
172,2023-04-23 00:00:00,150
173,2023-04-24 00:00:00,409
174,2023-04-25 00:00:00,164
175,2023-04-26 00:00:00,857
176,2023-04-27 00:00:00,912
177,2023-04-28 00:00:00,1055
178,2023-04-29 00:00:00,209
179,2023-04-30 00:00:00,251
180,2023-05-01 00:00:00,569
